code,faction,name,folder,unitgroup,buildtime,metalcost,energycost,health,speed,maxacc,maxdec,maxslope,maxwaterdepth,sightdistance,turnrate,turninplace,canmove,techlevel,n_weapons,best_dps,total_dps,max_range,min_range,max_aoe,has_aa,has_anti_sub,has_paralyzer,wt_cannon,wt_beamlaser,wt_lasercannon,wt_missilelauncher,wt_starburstlauncher,wt_torpedolauncher,wt_emgcannon,wt_aircraftbomb,wt_flame,wt_dgun,wt_shield,wt_other
corfast,Cortex,Twitcher,CorBots,buildert2,8000.0,210.0,3800.0,830.0,90.0,0.23,1.725,17.0,22.0,520.0,1391.5,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corhrk,Cortex,Arbiter,CorBots,weapon,9500.0,600.0,5800.0,610.0,54.0,0.1265,0.6486,14.0,21.0,370.5,1268.44995,1,1,2,1,100.0,100.0,1210.0,1210.0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cormando,Cortex,Commando,CorBots,buildert2,24000.0,1200.0,15500.0,1560.0,75.0,0.4025,1.725,20.0,0,600.0,1168.40002,1,1,2,1,200.0,200.0,300.0,300.0,70.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cormort,Cortex,Sheldon,CorBots,weapon,7000.0,400.0,2800.0,940.0,50.4,0.1518,0.77625,14.0,12.0,300.0,1263.84998,1,1,2,1,65.62,65.62,850.0,850.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cornecro,Cortex,Graverobber,CorBots,builder,2800.0,130.0,1400.0,220.0,78.0,0.23,0.8625,14.0,22.0,430.0,1285.69995,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corpyro,Cortex,Fiend,CorBots,weapon,6500.0,200.0,3000.0,1060.0,82.5,0.5175,2.2425,17.0,25.0,318.0,1316.75,1,1,2,1,15.0,15.0,230.0,230.0,48.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
corroach,Cortex,Bedbug,CorBots,explo,7900.0,69.0,5800.0,620.0,76.0,0.138,0.5175,32.0,112.0,260.0,1733.04993,1,1,2,2,10000.0,10000.0,42.0,1.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
corsktl,Cortex,Skuttle,CorBots,explo,23000.0,755.0,27000.0,355.0,84.0,0.138,0.6486,255.0,30.0,260.0,1290.29993,1,1,2,2,10000.0,10000.0,42.0,1.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
corspec,Cortex,Deceiver,CorBots,util,6500.0,75.0,1550.0,345.0,39.0,0.115,0.414,32.0,112.0,250.0,1086.75,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corspy,Cortex,Spectre,CorBots,buildert2,12000.0,165.0,12500.0,380.0,62.099,0.276,0.60375,32.0,112.0,550.0,1518.0,1,1,2,1,0.0,0.0,100.0,100.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
corstorm,Cortex,Aggravator,CorBots,weapon,1950.0,110.0,1150.0,740.0,47.7,0.1242,0.6486,14.0,21.0,344.5,1268.44995,1,1,1,1,41.32,41.32,475.0,475.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corsumo,Cortex,Mammoth,CorBots,weapon,65000.0,2200.0,35000.0,15600.0,22.5,0.0552,0.43125,15.0,23.0,510.0,368.0,1,1,2,2,503.33,503.33,650.0,650.0,12.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
cortermite,Cortex,Termite,CorBots,weapon,17000.0,540.0,8100.0,3100.0,50.0,0.19665,0.60375,50.0,30.0,380.0,1214.40002,1,1,2,1,331.25,331.25,340.0,340.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corthud,Cortex,Thug,CorBots,weapon,2100.0,140.0,1150.0,1100.0,45.0,0.12995,0.77625,14.0,12.0,380.0,1263.84998,1,1,1,1,60.0,60.0,380.0,380.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corvoyr,Cortex,Augur,CorBots,util,5000.0,99.0,1350.0,390.0,45.0,0.05635,0.05175,16.0,0,925.0,670.45001,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coraap,Cortex,Advanced Aircraft Plant,CorBuildings,buildert2,32000.0,2900.0,28000.0,3900.0,0,0,0,15.0,0,305.5,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coradvsol,Cortex,Advanced Solar Collector,CorBuildings,energy,8150.0,370.0,4000.0,1200.0,0,0,0,10.0,0,260.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corafus,Cortex,Advanced Fusion Reactor,CorBuildings,energy,329200.0,9700.0,48000.0,9400.0,0,0,0,13.0,0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corageo,Cortex,Advanced Geothermal Powerplant,CorBuildings,energy,48000.0,1500.0,27000.0,4150.0,0,0,0,20.0,5.0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coralab,Cortex,Advanced Bot Lab,CorBuildings,buildert2,26000.0,2600.0,16000.0,4500.0,0,0,0,15.0,0,288.60001,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coramsub,Cortex,Amphibious Complex,CorBuildings,builder,11400.0,1200.0,5600.0,2800.0,0,0,0,10.0,0,240.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corap,Cortex,Aircraft Plant,CorBuildings,builder,5380.0,630.0,1100.0,2150.0,0,0,0,15.0,0,273.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corarad,Cortex,Advanced Radar Tower,CorBuildings,util,8000.0,400.0,14000.0,365.0,0,0,0,10.0,0,780.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corason,Cortex,Advanced Sonar Station,CorBuildings,util,6100.0,160.0,2400.0,2400.0,0,0,0,10.0,0,210.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corasy,Cortex,Advanced Shipyard,CorBuildings,buildert2,24000.0,2800.0,10000.0,5900.0,0,0,0,0,0,301.60001,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coratl,Cortex,Lamprey,CorBuildings,sub,10900.0,1050.0,8500.0,2800.0,0,0,0,0,0,585.0,0,0,0,2,1,359.48,359.48,890.0,890.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
coravp,Cortex,Advanced Vehicle Plant,CorBuildings,buildert2,28000.0,2600.0,16000.0,5100.0,0,0,0,15.0,0,286.0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corbhmth,Cortex,Cerberus,CorBuildings,energy,59600.0,3100.0,35000.0,8300.0,0,0,0,10.0,0,650.0,0,0,0,2,3,108.02,324.05,1650.0,1650.0,192.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
corbuzz,Cortex,Calamity,CorBuildings,weapon,1400000.0,68000.0,800000.0,33500.0,0,0,0,13.0,0,700.0,0,0,0,2,1,2666.67,2666.67,6100.0,6100.0,157.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cordl,Cortex,Jellyfish,CorBuildings,sub,6200.0,250.0,2200.0,2350.0,0,0,0,15.0,0,611.0,0,0,0,1,1,150.0,150.0,600.0,600.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cordoom,Cortex,Bulwark,CorBuildings,weapon,55200.0,3000.0,37000.0,9400.0,0,0,0,10.0,0,780.0,0,0,0,2,3,750.0,1363.13,950.0,370.0,12.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cordrag,Cortex,Dragon's Teeth,CorBuildings,util,255.0,8.0,0,2800.0,0,0,0,64.0,0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corenaa,Cortex,Naval Birdshot,CorBuildings,aa,23100.0,890.0,25000.0,2000.0,0,0,0,0,0,550.0,0,0,0,2,1,468.75,468.75,775.0,775.0,192.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corerad,Cortex,Eradicator,CorBuildings,aa,12000.0,800.0,7900.0,4450.0,0,0,0,10.0,0,380.0,0,0,0,1,1,156.25,156.25,1125.0,1125.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corestor,Cortex,Energy Storage,CorBuildings,energy,4260.0,175.0,1800.0,2000.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corexp,Cortex,Exploiter,CorBuildings,metal,2900.0,240.0,1900.0,1440.0,0,0,0,30.0,20.0,455.0,0,0,0,1,1,241.07,241.07,435.0,435.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
coreyes,Cortex,Beholder,CorBuildings,util,750.0,32.0,850.0,280.0,0,0,0,24.0,0,540.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfatf,Cortex,Naval Pinpointer,CorBuildings,util,10300.0,800.0,7500.0,1530.0,0,0,0,10.0,0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfdoom,Cortex,Devastator,CorBuildings,weapon,24000.0,1200.0,15000.0,6700.0,0,0,0,0,0,780.0,0,0,0,2,3,231.0,581.0,900.0,370.0,164.0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
corfdrag,Cortex,Shark's Teeth,CorBuildings,,400.0,15.0,0,4450.0,0,0,0,32.0,0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfhlt,Cortex,Coral,CorBuildings,weapon,11400.0,480.0,6200.0,4350.0,0,0,0,0,0,630.0,0,0,0,1,1,350.0,350.0,630.0,630.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corfhp,Cortex,Naval Hovercraft Platform,CorBuildings,builder,8700.0,670.0,2000.0,3750.0,0,0,0,0,0,312.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corflak,Cortex,Birdshot,CorBuildings,aa,20100.0,850.0,14000.0,1840.0,0,0,0,10.0,0,525.0,0,0,0,2,1,468.75,468.75,775.0,775.0,172.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corfmd,Cortex,Prevailer,CorBuildings,antinuke,60000.0,1500.0,40000.0,3300.0,0,0,0,10.0,0,195.0,0,0,0,2,1,750.0,750.0,72000.0,72000.0,420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corfmine3,Cortex,Heavy Mine,CorBuildings,explo,400.0,32.0,1600.0,11.0,0,0,0,40.0,0,71.5,0,0,0,1,1,0.0,0.0,64.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
corfmkr,Cortex,Naval Energy Converter,CorBuildings,metal,2680.0,1.0,1250.0,167.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfort,Cortex,Fortification Wall,CorBuildings,util,900.0,40.0,500.0,8900.0,0,0,0,24.0,0,1.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfrad,Cortex,Naval Radar / Sonar Tower,CorBuildings,util,1800.0,130.0,1000.0,114.0,0,0,0,10.0,0,740.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfrt,Cortex,Slingshot,CorBuildings,aa,2200.0,90.0,1000.0,395.0,0,0,0,0,0,468.0,0,0,0,1,1,95.83,95.83,765.0,765.0,64.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corfus,Cortex,Fusion Reactor,CorBuildings,energy,59000.0,3600.0,22000.0,4300.0,0,0,0,10.0,1.0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corgant,Cortex,Experimental Gantry,CorBuildings,buildert3,68000.0,8400.0,62000.0,17800.0,0,0,0,10.0,0,273.0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corgantuw,Cortex,Experimental Gantry,CorBuildings,buildert3,68000.0,8350.0,62500.0,17800.0,0,0,0,10.0,0,273.0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corgate,Cortex,Overseer,CorBuildings,util,55000.0,3200.0,55000.0,3550.0,0,0,0,10.0,0,273.0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
corgeo,Cortex,Geothermal Powerplant,CorBuildings,energy,12900.0,540.0,13000.0,2050.0,0,0,0,15.0,5.0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corhllt,Cortex,Twin Guard,CorBuildings,weapon,4900.0,195.0,1750.0,1670.0,0,0,0,10.0,0,475.0,0,0,0,1,2,241.07,482.14,490.0,400.0,12.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
corhlt,Cortex,Warden,CorBuildings,weapon,11400.0,480.0,4700.0,2750.0,0,0,0,10.0,0,455.0,0,0,0,1,1,326.67,326.67,620.0,620.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corhp,Cortex,Hovercraft Platform,CorBuildings,builder,8700.0,670.0,2000.0,3750.0,0,0,0,15.0,0,312.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corint,Cortex,Basilisk,CorBuildings,weapon,93300.0,4600.0,67000.0,4700.0,0,0,0,13.0,0,273.0,0,0,0,2,1,125.0,125.0,4950.0,4950.0,157.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corjamt,Cortex,Castro,CorBuildings,util,4570.0,115.0,5200.0,1070.0,0,0,0,10.0,0,104.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corjuno,Cortex,Juno,CorBuildings,weapon,27700.0,660.0,16000.0,2500.0,0,0,0,10.0,0,494.0,0,0,0,1,1,0.5,0.5,32000.0,32000.0,1400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corlab,Cortex,Bot Lab,CorBuildings,builder,5000.0,470.0,1050.0,2900.0,0,0,0,15.0,0,290.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corllt,Cortex,Guard,CorBuildings,weapon,2500.0,90.0,700.0,650.0,0,0,0,10.0,0,494.0,0,0,0,1,1,241.07,241.07,435.0,435.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cormadsam,Cortex,SAM,CorBuildings,aa,5240.0,315.0,6100.0,2800.0,0,0,0,10.0,0,375.0,0,0,0,1,1,190.0,190.0,840.0,840.0,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cormakr,Cortex,Energy Converter,CorBuildings,metal,2680.0,1.0,1250.0,167.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cormaw,Cortex,Dragon's Maw,CorBuildings,weapon,4420.0,290.0,1550.0,1610.0,0,0,0,18.0,0,422.0,0,0,0,1,1,30.0,30.0,410.0,410.0,64.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cormex,Cortex,Metal Extractor,CorBuildings,metal,1870.0,50.0,500.0,275.0,0,0,0,30.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cormexp,Cortex,Advanced Exploiter,CorBuildings,metal,32500.0,2400.0,12000.0,7800.0,0,0,0,30.0,20.0,676.0,0,0,0,2,2,403.13,447.2,650.0,650.0,128.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cormine1,Cortex,Light Mine,CorBuildings,explo,100.0,7.0,270.0,11.0,0,0,0,40.0,0,83.2,0,0,0,1,1,0.0,0.0,64.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cormine2,Cortex,Medium Mine,CorBuildings,explo,300.0,25.0,1050.0,11.0,0,0,0,40.0,0,83.2,0,0,0,1,1,0.0,0.0,64.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cormine3,Cortex,Heavy Mine,CorBuildings,explo,700.0,50.0,2800.0,11.0,0,0,0,40.0,0,83.2,0,0,0,1,1,0.0,0.0,64.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cormmkr,Cortex,Advanced Energy Converter,CorBuildings,metal,31300.0,370.0,21000.0,560.0,0,0,0,10.0,0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cormoho,Cortex,Advanced Metal Extractor,CorBuildings,metal,14100.0,640.0,8100.0,3900.0,0,0,0,30.0,20.0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cormstor,Cortex,Metal Storage,CorBuildings,metal,2920.0,340.0,590.0,2100.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cornanotc,Cortex,Construction Turret,CorBuildings,builder,5300.0,230.0,3200.0,560.0,0,0,4.5,10.0,0,380.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cornanotcplat,Cortex,Naval Construction Turret,CorBuildings,builder,5300.0,230.0,3200.0,560.0,0,0,4.5,10.0,50000000.0,380.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corplat,Cortex,Seaplane Platform,CorBuildings,builder,11800.0,1400.0,5500.0,2200.0,0,0,0,0,0,169.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corpun,Cortex,Agitator,CorBuildings,weapon,17400.0,1300.0,13500.0,3250.0,0,0,0,12.0,0,455.0,0,0,0,1,3,110.53,221.05,1245.0,1245.0,120.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
corrad,Cortex,Radar Tower,CorBuildings,util,1140.0,60.0,630.0,90.0,0,0,0,10.0,0,680.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corrl,Cortex,Thistle,CorBuildings,aa,1750.0,80.0,850.0,335.0,0,0,0,20.0,0,455.0,0,0,0,1,1,67.65,67.65,765.0,765.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corscreamer,Cortex,Screamer,CorBuildings,aa,28000.0,1650.0,32000.0,1670.0,0,0,0,20.0,0,600.0,0,0,0,2,1,416.67,416.67,2400.0,2400.0,425.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corsd,Cortex,Nemesis,CorBuildings,util,12000.0,750.0,6700.0,2800.0,0,0,0,10.0,0,225.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corshroud,Cortex,Shroud,CorBuildings,util,9400.0,130.0,20000.0,890.0,0,0,0,10.0,0,155.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corsilo,Cortex,Apocalypse,CorBuildings,nuke,181000.0,7700.0,82000.0,6200.0,0,0,0,10.0,0,455.0,0,0,0,2,2,383.33,383.33,72000.0,0.0,1920.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
corsolar,Cortex,Solar Collector,CorBuildings,energy,2800.0,150.0,0,355.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corsy,Cortex,Shipyard,CorBuildings,builder,5100.0,450.0,950.0,4300.0,0,0,0,0,0,340.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cortarg,Cortex,Pinpointer,CorBuildings,util,10900.0,800.0,7500.0,2000.0,0,0,0,10.0,0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cortide,Cortex,Tidal Generator,CorBuildings,energy,2100.0,85.0,250.0,395.0,0,0,0,10.0,0,130.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cortl,Cortex,Urchin,CorBuildings,sub,3750.0,170.0,1800.0,1440.0,0,0,0,10.0,0,495.0,0,0,0,1,1,186.67,186.67,500.0,500.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cortoast,Cortex,Persecutor,CorBuildings,weapon,25700.0,2500.0,17000.0,4250.0,0,0,0,10.0,0,416.0,0,0,0,2,3,200.0,400.0,1390.0,1390.0,164.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
cortron,Cortex,Catalyst,CorBuildings,weapon,59000.0,1200.0,14000.0,3550.0,0,0,0,10.0,0,455.0,0,0,0,2,1,2000.0,2000.0,2250.0,2250.0,380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
coruwadves,Cortex,Hardened Energy Storage,CorBuildings,energy,20400.0,840.0,11000.0,12700.0,0,0,0,20.0,9999.0,192.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwadvms,Cortex,Hardened Metal Storage,CorBuildings,metal,20500.0,760.0,11000.0,11200.0,0,0,0,20.0,9999.0,182.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwageo,Cortex,Advanced Geothermal Powerplant,CorBuildings,energy,48000.0,1500.0,27000.0,4150.0,0,0,0,20.0,99999.0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwes,Cortex,Naval Energy Storage,CorBuildings,energy,4260.0,175.0,1800.0,2000.0,0,0,0,20.0,0,169.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwfus,Cortex,Naval Fusion Reactor,CorBuildings,energy,105000.0,5400.0,34000.0,5900.0,0,0,0,16.0,0,143.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwgeo,Cortex,Offshore Geothermal Powerplant,CorBuildings,energy,12900.0,540.0,13000.0,2050.0,0,0,0,15.0,99999.0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwmme,Cortex,Naval Advanced Metal Extractor,CorBuildings,metal,14100.0,640.0,8100.0,3900.0,0,0,0,30.0,0,169.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwmmm,Cortex,Naval Advanced Energy Converter,CorBuildings,metal,31300.0,370.0,21000.0,560.0,0,0,0,16.0,0,143.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coruwms,Cortex,Naval Metal Storage,CorBuildings,metal,2920.0,340.0,590.0,2100.0,0,0,0,20.0,0,169.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corvipe,Cortex,Scorpion,CorBuildings,weapon,15000.0,730.0,14000.0,3000.0,0,0,0,10.0,0,546.0,0,0,0,2,1,412.5,412.5,730.0,730.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corvp,Cortex,Vehicle Plant,CorBuildings,builder,5650.0,570.0,1550.0,3000.0,0,0,0,15.0,0,279.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corwin,Cortex,Wind Turbine,CorBuildings,energy,1680.0,43.0,175.0,220.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corcat,Cortex,Catapult,CorGantry,weapon,160000.0,4900.0,80000.0,6100.0,48.0,0.1242,0.6486,20.0,12.0,700.0,525.84998,1,1,3,1,30.0,30.0,1350.0,1350.0,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cordemon,Cortex,Demon,CorGantry,weapon,160000.0,6000.0,90000.0,18000.0,63.0,0.2208,1.0,160.0,12.0,500.0,607.20001,1,1,3,2,250.0,370.01,700.0,500.0,128.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
corjugg,Cortex,Behemoth,CorGantry,weapon,780000.0,20000.0,513000.0,335000.0,16.5,0.0552,0.43125,14.0,12.0,720.0,125.35,1,1,3,5,321.43,1121.43,590.0,0.0,172.0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0
corkarg,Cortex,Karganeth,CorGantry,weapon,94000.0,2500.0,57000.0,12500.0,45.0,0.1104,0.8211,160.0,12.0,455.0,400.0,1,1,3,2,600.0,850.0,700.0,600.0,64.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
corkorg,Cortex,Juggernaut,CorGantry,weapon,730000.0,29000.0,615000.0,149000.0,37.0,0.1242,0.8211,17.0,12.0,845.0,437.0,1,1,3,8,1375.0,3126.19,950.0,0.0,200.0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0
corshiva,Cortex,Shiva,CorGantry,weapon,40000.0,1550.0,23000.0,9400.0,48.3,0.069,0.8211,36.0,32.0,520.0,708.39996,1,1,3,2,300.0,407.14,800.0,650.0,176.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
corsok,Cortex,Cataphract,CorGantry,weapon,34000.0,950.0,19000.0,4200.0,45.3,0.01731,0.01731,16.0,0,650.0,290.0,1,1,3,2,166.67,279.17,725.0,400.0,24.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
